id;sinistre_id;cga_police_id;cga_vehicule_id;cga_assure_id;date;numeroDuSinistre;dateDeSurvenanceDuSinistre;heureSurvanceDusinistre;dateOuvertureDuSinistre;lieuDuSinistre;identificationTiers;pourcentadeDeResponsabilite;numeroDePoliceCompagnieAdverse;codeCompagnieAdverse;porcentageCompagnieAdverse;numeroImmatriculationVehiculeAdverse;typeImmatriculationVehiculeAdverse;mouvementDusinistre;natureDuSinistre;Calculer_Sinistre
8162;8162;297162;262991;249699;NULL;S170031451;2017-03-22;0;2017-03-23;;;100;3790001064;06;0;9841TU86;TU;3;M;0
8163;8163;297162;262991;249699;NULL;S170106451;2017-08-31;0;2017-09-06;;;100;095002044/7;06;0;9676TU197;TU;3;M;0
8164;8164;297171;262998;249708;NULL;S180000241;2018-01-02;0;2018-01-03;;;0;C10555N00032918;14;0;7142TU162;TU;3;M;0
8165;8165;297179;263004;249716;NULL;S170049331;2017-04-11;0;2017-04-28;;;100;10010006417;08;0;4509TU194;TU;3;M;0
8166;8166;297182;263005;249719;NULL;S170168821;2017-11-10;0;2018-02-06;;;100;201201129596;09;0;780TU161;TU;3;M;0
8167;8167;297185;263008;249722;NULL;S180001921;2018-01-03;0;2018-01-10;;;100;10/101084012;11;0;359TU66;TU;3;M;0
8169;8169;297197;263015;249733;NULL;S170164431;2017-12-09;0;2018-01-08;;;100;0555053785;14;0;1472TU120;TU;3;M;0
8171;8171;297204;263020;249738;NULL;S170166931;2017-12-28;0;2018-01-18;;;100;2520162865;07;0;7410TU190;TU;3;M;0
8172;8172;297205;263021;249739;NULL;S170056341;2017-05-06;0;2017-05-12;;;0;254121;11;0;3473TU92;TU;3;M;0
8173;8173;297207;46898;249741;NULL;S170012401;2017-02-04;0;2017-02-08;;;0;20165000032748;01;0;6879TU188;TU;3;M;0
8175;8175;297231;263039;249764;NULL;S170158921;2017-12-17;0;2017-12-25;;;100;2410092015;06;0;3579TU153;TU;3;M;0
8177;8177;297237;263045;249769;NULL;S170118961;2017-09-25;0;2017-10-04;;;100;G16809;12;0;4439TU198;TU;3;M;0
8178;8178;297237;263045;249769;NULL;S170153361;2017-12-04;0;2017-12-13;;;0;2513907;07;0;1977TU49;TU;3;M;0
8179;8179;297240;263046;249769;NULL;S170137401;2017-11-03;0;2017-11-13;;;100;555210618;14;0;6684TU104;TU;3;M;0
8181;8181;297245;263049;249776;NULL;S170076201;2017-06-21;0;2017-06-29;;;0;201750000050259;01;0;8241TU114;TU;3;M;0
8183;8183;297252;46987;249783;NULL;S180011431;2018-01-24;0;2018-02-05;;;100;10/101053870;11;0;2252TU82;TU;3;M;0
8185;8185;297262;263062;249793;NULL;S170049521;2017-04-11;0;2017-04-28;;;100;10100868059;11;0;5808TU170;TU;3;M;0
8186;8186;297262;263062;249793;NULL;S170097281;2017-07-08;0;2017-08-15;;;100;10010006770;08;0;5052TU195;TU;3;M;0
8188;8188;297283;263080;249813;NULL;S170069201;2017-05-24;0;2017-06-12;;;100;E23135;12;0;1375TU188;TU;3;M;0
8189;8189;297288;47099;249818;NULL;S170088301;2017-07-20;0;2017-07-27;;;100;1270702;07;0;1674TU171;TU;3;M;0
8190;8190;297288;47099;249818;NULL;S170153731;2017-12-13;0;2017-12-14;;;0;201750000029177;01;0;8916TU104;TU;3;M;0
8191;8191;297290;47069;249820;NULL;S160151131;2016-11-20;0;2017-01-06;;;100;686412;02;0;5095TU179;TU;3;M;0
8193;8193;297298;263091;249828;NULL;S170022661;2017-03-02;0;2017-03-03;;;0;555019377;14;0;1517TU121;TU;3;M;0
8194;8194;297299;263092;249829;NULL;S170066631;2017-05-21;0;2017-06-06;;;0;5550260777;14;0;2727TU71;TU;3;M;0
8195;8195;297312;263102;249842;NULL;S170097331;2017-08-11;0;2017-08-15;;;0;1600001530;06;0;1864TU126;TU;3;M;0
8196;8196;297315;263105;249845;NULL;S170038351;2017-04-05;0;2017-04-06;;;0;2012301010609;13;0;887TU160;TU;3;M;0
8199;8199;297323;9552;249853;NULL;S170026141;2017-03-03;0;2017-03-10;;;0;5100000015;06;0;9927TU186;TU;3;M;0
8200;8200;297324;9553;249854;NULL;S170015541;2017-01-30;0;2017-02-15;;;100;665290/803;02;0;5788TU175;TU;3;M;0
8201;8201;297327;263114;249857;NULL;S170021001;2017-02-27;0;2017-02-28;;;0;200850066246/6;01;0;2683TU127;TU;3;M;0
8202;8202;297331;263118;112594;NULL;S170008121;2017-01-29;0;2017-01-30;;;100;751301;11;0;2738TU135;TU;3;M;0
8203;8203;297334;263121;249863;NULL;S170005011;2017-01-05;0;2017-01-23;;;100;10/101037706;11;0;9658TU117;TU;3;M;0
8205;8205;699341;47206;361892;NULL;S170131251;2017-10-05;0;2017-10-30;;;100;000580N00000500;14;0;939TU191;TU;3;M;0
8206;8206;297349;263133;249876;NULL;S170068011;2017-05-29;0;2017-06-08;;;100;20130111926/1;09;0;8019TU118;TU;3;M;0
8209;8209;297356;263138;249882;NULL;S170163241;2017-12-28;0;2018-01-03;;;100;1050046488;06;0;3576TU200;TU;3;M;0
8210;8210;297358;263139;249884;NULL;S170168201;2017-06-07;0;2018-01-29;;;100;09;09;0;2614TU150;TU;3;M;0
8212;8212;297371;263151;249895;NULL;S170014211;2017-02-12;0;2017-02-13;;;100;766969;02;0;2727TU194;TU;3;M;0
8214;8214;297374;263154;249898;NULL;S170109701;2017-07-13;0;2017-09-13;;;100;719952;02;0;475TU186;TU;3;M;0
8217;8217;297383;263161;249905;NULL;S170045051;2017-04-10;0;2017-04-19;;;100;200501128872;09;0;4052TU152;TU;3;M;0
8219;8219;297386;263164;249907;NULL;S170028121;2017-02-22;0;2017-03-15;;;100;A41/771218;02;0;9060TU194;TU;3;M;0
8221;8221;297404;263175;249923;NULL;S180018011;2018-02-06;0;2018-02-19;;;100;20175000041625;01;0;9614TU131;TU;3;M;0
8222;8222;297410;263179;249929;NULL;S170082371;2017-07-12;0;2017-07-13;;;0;504143541;14;0;668TU160;TU;3;M;0
8223;8223;297411;263180;249930;NULL;S170155541;2017-12-12;0;2017-12-18;;;0;17066467;12;0;2346TU99;TU;3;M;0
8224;8224;297428;263189;249947;NULL;S170131681;2017-10-19;0;2017-10-30;;;100;2520097329;05;0;602TU132;TU;3;M;0
8225;8225;297429;263190;249948;NULL;S180000861;2018-01-04;0;2018-01-08;;;0;504189681;14;0;9063TU177;TU;3;M;0
8226;8226;297430;263191;249949;NULL;S170090931;2017-07-24;0;2017-08-01;;;100;095002953/2;06;0;8255TU137;TU;3;M;0
8227;8227;297431;47337;249950;NULL;S170070281;2017-06-10;0;2017-06-14;;;0;10/101028529;11;0;9997TU189;TU;3;M;0
8230;8230;297447;263201;249964;NULL;S170102191;2017-07-28;0;2017-08-25;;;100;15100000832;03;0;4079TU179;TU;3;M;0
8234;8234;297476;9621;249990;NULL;S170027481;2017-03-09;0;2017-03-14;;;100;10/100439092;11;0;1214TU125;TU;3;M;0
8235;8235;297477;263223;249991;NULL;S170146521;2017-02-12;0;2017-11-30;;;100;505337498;14;0;4210TU95;TU;3;M;0
8237;8237;297490;263232;250003;NULL;S170045681;2017-03-30;0;2017-04-20;;;0;001006046/0;06;0;6474TU96;TU;3;M;0
8238;8238;297492;263234;250005;NULL;S170046881;2017-04-23;0;2017-04-24;;;100;2015301012062;13;0;2381TU164;TU;3;M;0
8239;8239;297492;263234;250005;NULL;S170046931;2017-04-12;0;2017-04-24;;;100;G07452;12;0;5536TU194;TU;3;M;0
8240;8240;297492;263234;250005;NULL;S170077501;2017-06-29;0;2017-07-03;;;100;201750000008601;01;0;8202TU58;TU;3;M;0
8241;8241;297492;263234;250005;NULL;S170096371;2017-07-21;0;2017-08-12;;;100;504106851;14;0;5562TU163;TU;3;M;0
8242;8242;297500;47495;250013;NULL;S180009061;2018-01-06;0;2018-01-30;;;100;201750000006015;01;0;7201TU140;TU;3;M;0
8243;8243;297503;263243;250016;NULL;S150152821;2015-12-21;0;2017-02-03;;;100;2469475;06;0;9326TU180;TU;3;M;0
8245;8245;297507;47475;250020;NULL;S170008151;2017-01-27;0;2017-01-30;;;100;201101125919;09;0;3902TU119;TU;3;M;0
8246;8246;297507;47475;250020;NULL;S170051231;2017-01-22;0;2017-05-03;;;100;504078295;14;0;5557TU129;TU;3;M;0
8247;8247;297507;47475;250020;NULL;S170063161;2017-05-26;0;2017-05-27;;;0;768;01;0;9887TU152;TU;3;M;0
8249;8249;297515;263248;250028;NULL;S170080641;2017-07-09;0;2017-07-10;;;100;555308589;14;0;2680TU194;TU;3;M;0
8250;8250;297515;263248;250028;NULL;S170138821;2017-11-11;0;2017-11-15;;;100;146029998;02;0;7637TU200;TU;3;M;0
8251;8251;297524;263255;230514;NULL;S170099501;2017-08-18;0;2017-08-18;;;100;201201120330;09;0;NULL;RS;3;M;0
8253;8253;297532;47582;250043;NULL;S180014761;2018-01-08;0;2018-02-12;;;100;20105.0804330/3;01;0;7930TU195;TU;3;M;0
8254;8254;297541;47625;250051;NULL;S170058891;2017-05-15;0;2017-05-18;;;100;201650000025171;01;0;2441TU174;TU;3;M;0
8255;8255;297541;47625;250051;NULL;S170098131;2017-08-15;0;2017-08-16;;;0;G01563;12;0;5148TU161;TU;3;M;0
8256;8256;297541;47625;250051;NULL;S170137771;2017-10-09;0;2017-11-14;;;100;641670;02;0;8606TU198;TU;3;M;0
8257;8257;297543;263270;250052;NULL;S170145851;2017-11-17;0;2017-11-29;;;0;0391067794;06;0;5305TU192;TU;3;M;0
8258;8258;297546;263272;250054;NULL;S170055461;2017-04-25;0;2017-05-11;;;100;20160700054;09;0;6181TU182;TU;3;M;0
8261;8261;297561;263282;250068;NULL;S170056431;2017-05-05;0;2017-05-12;;;100;2520082905;05;0;2904TU82;TU;3;M;0
8267;8267;297580;263298;45825;NULL;S170073911;2017-06-19;0;2017-06-22;;;100;100053859;05;0;6596TU144;TU;3;M;0
8268;8268;297582;263300;250086;NULL;S180018401;2018-02-12;0;2018-02-19;;;0;1294555;07;0;3313TU125;TU;3;M;0
8269;8269;297584;263302;250087;NULL;S160152891;2016-12-22;0;2017-01-23;;;100;2015538025/6;01;0;4437TU148;TU;3;M;0
8270;8270;297586;263304;250088;NULL;S180021951;2018-02-24;0;2018-02-27;;;100;201350074341/3;01;0;6926TU136;TU;3;M;0
8273;8273;297595;47704;250096;NULL;S180010521;2018-01-22;0;2018-02-02;;;100;E18032;12;0;1596TU186;TU;3;M;0
8277;8277;297601;263315;250100;NULL;S180005311;2018-01-18;0;2018-01-22;;;100;2008301004719;13;0;34TU198;TU;3;M;0
8278;8278;297603;263317;250102;NULL;S170058011;2017-05-08;0;2017-05-16;;;100;10/101015701;11;0;5597TU190;TU;3;M;0
8279;8279;297603;263317;250102;NULL;S170092361;2017-08-01;0;2017-08-03;;;0;201750000036614;01;0;738TU46;TU;3;M;0
8281;8281;297603;263317;250102;NULL;S170146871;2017-06-12;0;2017-11-30;;;100;504131599;14;0;4874TU129;TU;3;M;0
8282;8282;297604;263318;250103;NULL;S170040651;2017-03-20;0;2017-04-11;;;100;101047427;11;0;3879TU148;TU;3;M;0
8283;8283;297615;263327;250114;NULL;S170081651;2017-07-11;0;2017-07-12;;;0;20155006177618;01;0;3441TU183;TU;3;M;0
8284;8284;297620;9678;250119;NULL;S170002481;2017-01-11;0;2017-01-16;;;0;20150801036;09;0;2507TU175;TU;3;M;0
8286;8286;297620;9678;250119;NULL;S170085661;2017-07-16;0;2017-07-20;;;0;D23916;12;0;7100TU137;TU;3;M;0
8288;8288;297626;263335;250125;NULL;S170054021;2017-05-01;0;2017-05-09;;;0;201050072281/1;01;0;4690TU33;TU;3;M;0
8289;8289;297647;9682;250145;NULL;S170085061;2017-07-03;0;2017-07-19;;;0;504116152;14;0;3109TU104;TU;3;M;0
8290;8290;297653;263352;250151;NULL;S170010831;2017-01-18;0;2017-02-03;;;0;705561;07;0;1015TU105;TU;3;M;0
8291;8291;297659;263357;250157;NULL;S170016501;2017-02-16;0;2017-02-17;;;0;20170160992;09;0;653TU109;TU;3;M;0
8292;8292;297667;263365;250165;NULL;S170085941;2017-07-12;0;2017-07-21;;;100;20175000002012;01;0;9374TU126;TU;3;M;0
8293;8293;297680;263376;250177;NULL;S170032191;2017-03-24;0;2017-03-24;;;100;555243889;14;0;5866TU126;TU;3;M;0
8294;8294;297680;263376;250177;NULL;S170168501;2017-12-23;0;2018-01-30;;;100;T53170;12;0;NULL;MOTO;3;M;0
8295;8295;297684;263380;250181;NULL;S170125751;2017-10-17;0;2017-10-18;;;0;555113542;14;0;8705TU184;TU;3;M;0
8296;8296;297686;263382;250183;NULL;S170150341;2017-12-02;0;2017-12-08;;;0;10/101085085;11;0;1978TU118;TU;3;M;0
8298;8298;297689;263385;250186;NULL;S180016411;2018-02-14;0;2018-02-15;;;0;1672511141;10;0;2789TU120;TU;3;M;0
8300;8300;297698;263391;250192;NULL;S170092211;2017-07-14;0;2017-08-03;;;100;0970076662;06;0;3485TU156;TU;3;M;0
8302;8302;297706;263397;250200;NULL;S170037281;2017-04-03;0;2017-04-04;;;0;201750000013691;01;0;610TU28;TU;3;M;0
8306;8306;297719;263407;250212;NULL;S170137361;2017-10-10;0;2017-11-13;;;100;20165000022966;01;0;2185TU143;TU;3;M;0
8310;8310;297733;263417;250225;NULL;S170015591;2017-01-16;0;2017-02-15;;;0;555293141;14;0;2202TU65;TU;3;M;0
8311;8311;297742;263423;250234;NULL;S170081891;2017-06-19;0;2017-07-12;;;100;E04076;12;0;5026TU178;TU;3;M;0
8312;8312;297742;263423;250234;NULL;S170144671;2017-11-22;0;2017-11-28;;;0;CI0554N00001673;14;0;4665TU84;TU;3;M;0
8314;8314;297750;9868;250242;NULL;S170140921;2017-09-28;0;2017-11-20;;;0;2820170028;05;0;6371TU106;TU;3;M;0
8316;8316;297759;263437;250251;NULL;S170117231;2017-09-26;0;2017-09-29;;;100;0101160000090;04;0;6647TU102;TU;3;M;0
8317;8317;297759;263437;250251;NULL;S170156671;2017-11-30;0;2017-12-21;;;100;201501116057;09;0;9262TU137;TU;3;M;0
8319;8319;297770;263447;250261;NULL;S170051601;2017-04-25;0;2017-05-04;;;100;10/100693052;11;0;7055TU135;TU;3;M;0
8322;8322;297776;263450;250266;NULL;S180001051;2018-01-05;0;2018-01-09;;;100;201250950064/6;01;0;5557TU193;TU;3;M;0
8324;8324;297780;263453;250269;NULL;S170158881;2017-12-07;0;2017-12-25;;;100;1001020170730;15;0;2205TU178;TU;3;M;0
8325;8325;297781;263454;250270;NULL;S170049121;2017-04-10;0;2017-04-27;;;0;1270821;07;0;4331TU144;TU;3;M;0
8326;8326;297783;263456;250272;NULL;S170051481;2017-04-18;0;2017-05-04;;;100;201201116743;09;0;9184TU131;TU;3;M;0
8327;8327;297785;263458;250274;NULL;S170067641;2017-05-31;0;2017-06-07;;;0;250425;10;0;NULL;;3;M;0
8329;8329;297804;263469;250291;NULL;S170060701;2017-05-13;0;2017-05-23;;;0;2015500553635;01;0;5716TU98;TU;3;M;0
8330;8330;297809;10104;250296;NULL;S170006751;2017-01-12;0;2017-01-26;;;100;201650000045652;01;0;6476TU102;TU;3;M;0
8331;8331;297814;10055;250300;NULL;S170064271;2017-05-27;0;2017-05-30;;;100;201301120097;09;0;6000TU167;TU;3;M;0
8332;8332;297823;263483;250305;NULL;S170080311;2017-06-22;0;2017-07-10;;;100;200501134803;09;0;9930TU108;TU;3;M;0
8333;8333;297826;263484;250306;NULL;S170015161;2017-02-07;0;2017-02-15;;;100;1001030037280;15;0;1029TU159;TU;3;M;0
8334;8334;297831;263488;250311;NULL;S170127381;2017-01-10;0;2017-10-23;;;100;1240727;07;0;793TU177;TU;3;M;0
8335;8335;297835;263490;250314;NULL;S180021321;2018-01-04;0;2018-02-26;;;100;E19807;12;0;2881TU106;TU;3;M;0
8336;8336;297840;263493;250319;NULL;S180014001;2018-02-03;0;2018-02-09;;;100;201430100186;13;0;4212TU146;TU;3;M;0
8339;8339;297851;263501;250330;NULL;S170096071;2017-08-09;0;2017-08-11;;;100;0101170001104;04;0;1651TU121;TU;3;M;0
8342;8342;297864;263511;250342;NULL;S170127771;2017-09-12;0;2017-10-23;;;100;B83076;12;0;3246TU167;TU;3;M;0
8343;8343;297865;263512;137242;NULL;S170031051;2017-02-08;0;2017-03-22;;;100;759075;02;0;1926TU179;TU;3;M;0
8344;8344;297867;263514;250344;NULL;S170045331;2017-04-15;0;2017-04-20;;;100;20075.0006065/7;01;0;5340TU88;TU;3;M;0
8347;8347;297884;263526;250357;NULL;S170117651;2017-09-23;0;2017-10-02;;;100;1160024190;06;0;4636TU145;TU;3;M;0
8349;8349;297895;10301;250367;NULL;S170072261;2017-04-25;0;2017-06-20;;;100;1283120;07;0;2711TU188;TU;3;C;0
8352;8352;297916;10316;250383;NULL;S170021881;2017-03-01;0;2017-03-02;;;0;201501236359;09;0;6552TU182;TU;3;M;0
8353;8353;297916;10316;250383;NULL;S170089071;2017-07-27;0;2017-07-28;;;0;80072650;10;0;693TU152;TU;3;M;0
8354;8354;297916;10316;250383;NULL;S170102451;2017-08-25;0;2017-08-26;;;0;555285353;14;0;5139TU110;TU;3;M;0
8355;8355;297921;263554;250386;NULL;S170048901;2017-04-26;0;2017-04-27;;;0;201250026178/6;01;0;5656TU78;TU;3;M;0
8360;8360;297940;263571;250402;NULL;S180021931;2018-02-22;0;2018-02-27;;;0;10/100916455;11;0;8595TU39;TU;3;M;0
8363;8363;297946;263576;250408;NULL;S170120011;2017-10-02;0;2017-10-06;;;100;300267913;10;0;4689TU154;TU;3;M;0
8365;8365;1421757;1087958;1063352;NULL;S170013101;2017-02-03;0;2017-02-09;;;0;505339621;14;0;5966TU179;TU;3;M;0
8366;8366;1421757;1087958;1063352;NULL;S170043911;2017-03-30;0;2017-04-18;;;0;2520107799;05;0;1663TU149;TU;3;M;0
8367;8367;297949;263579;250411;NULL;S170080321;2017-05-24;0;2017-07-10;;;100;E24006;12;0;139TU189;TU;3;M;0
8368;8368;297960;263587;250422;NULL;S170143791;2017-11-26;0;2017-11-27;;;100;20135.0700051/4;01;0;1196TU196;TU;3;M;0
8369;8369;297961;263588;250423;NULL;S170009331;2017-01-25;0;2017-02-01;;;100;14100000237;03;0;975TU127;TU;3;M;0
8370;8370;297965;10395;250427;NULL;S170120181;2017-09-22;0;2017-10-06;;;100;101170001837;04;0;209TU199;TU;3;M;0
8371;8371;297965;10395;250427;NULL;S170150971;2017-11-27;0;2017-12-11;;;100;16100000076;03;0;6787TU122;TU;3;M;0
8372;8372;297970;263594;250432;NULL;S170082161;2017-07-09;0;2017-07-13;;;100;2012560009/5;01;0;220TU181;TU;3;M;0
8376;8376;297995;263611;250452;NULL;S170160501;2017-12-26;0;2017-12-28;;;0;201650000054158;01;0;7889TU159;TU;3;M;0
8377;8377;297996;263612;250453;NULL;S160150571;2016-12-29;0;2017-01-04;;;100;504096751;14;0;8780TU177;TU;3;M;0
8384;8384;298024;263632;250480;NULL;S170044971;2017-04-03;0;2017-04-19;;;50;10/100072653;11;0;7922TU130;TU;3;M;0
8386;8386;298031;263639;250486;NULL;S170098921;2017-07-31;0;2017-08-18;;;100;02510533/4;06;0;4675TU113;TU;3;M;0
8389;8389;298035;10579;250490;NULL;S170170211;2017-09-18;0;2018-02-20;;;100;504206759;14;0;3473TU141;TU;3;M;0
8390;8390;298055;10653;250507;NULL;S170066791;2017-05-28;0;2017-06-06;;;0;555110093;14;0;5293TU134;TU;3;M;0
8393;8393;699357;595707;108843;NULL;S170088741;2017-07-23;0;2017-07-27;;;0;201550079479/6;01;0;9324TU184;TU;3;M;0
8395;8395;699358;595708;62045;NULL;S170061841;2017-05-20;0;2017-05-24;;;100;0028542;05;0;6115TU121;TU;3;M;0
8397;8397;298072;263669;250521;NULL;S170106961;2017-09-02;0;2017-09-07;;;0;14100000633;03;0;6260TU119;TU;3;M;0
8398;8398;298076;263672;187219;NULL;S170167441;2017-12-28;0;2018-01-22;;;0;CI0555N00077681;14;0;7210TU57;TU;3;M;0
8402;8402;298078;263673;250525;NULL;S170013461;2017-01-07;0;2017-02-10;;;100;504105726;14;0;4802TU162;TU;3;M;0
8403;8403;298078;263673;250525;NULL;S170022831;2017-03-02;0;2017-03-03;;;0;708234;01;0;NULL;TU;3;M;0
8404;8404;298088;263681;250535;NULL;S170123191;2017-10-07;0;2017-10-12;;;100;1248918;07;0;8102TU136;TU;3;M;0
8407;8407;298091;263684;250538;NULL;S170052731;2017-04-21;0;2017-05-06;;;100;02220186314;06;0;2508TU171;TU;3;M;0
8409;8409;298106;263698;250550;NULL;S170004541;2017-01-02;0;2017-01-20;;;100;251494;10;0;4300TU135;TU;3;M;0
8410;8410;298113;10773;250556;NULL;S180014811;2018-01-21;0;2018-02-12;;;100;501809499;14;0;6859TU127;TU;3;M;0
8411;8411;298116;263705;250558;NULL;S170093431;2017-07-21;0;2017-08-07;;;100;200750200256/6;01;0;4509TU123;TU;3;C;0
8412;8412;298121;263708;250562;NULL;S170101741;2017-08-21;0;2017-08-24;;;0;201550089700/2;01;0;9146TU185;TU;3;M;0
8414;8414;298127;38237;250566;NULL;S170093471;2017-07-29;0;2017-08-07;;;0;201750000010875;01;0;2918TU103;TU;3;M;0
8415;8415;298131;263715;250568;NULL;S170070931;2017-06-06;0;2017-06-15;;;100;*;06;0;9060TU113;TU;3;M;0
8416;8416;298138;263721;250575;NULL;S170094111;2017-08-04;0;2017-08-08;;;0;20150050062/1;01;0;4265TU140;TU;3;M;0
8417;8417;298142;11157;250579;NULL;S160152741;2016-03-21;0;2017-01-20;;;100;2471124;06;0;4649TU180;TU;3;M;0
8418;8418;298143;263723;250580;NULL;S170125861;2017-10-07;0;2017-10-18;;;100;1001030035120;15;0;9926TU180;TU;3;M;0
8419;8419;298143;263723;250580;NULL;S170136471;2017-08-15;0;2017-11-10;;;100;510002228/9;06;0;8048TU187;TU;3;M;0
8420;8420;298154;10954;250591;NULL;S170051961;2017-01-21;0;2017-05-04;;;100;201501118255;09;0;9311TU183;TU;3;M;0
8422;8422;298158;10957;250595;NULL;S170087121;2017-07-21;0;2017-07-24;;;100;0011082895;06;0;2355TU186;TU;3;M;0
8423;8423;298160;263736;250597;NULL;S180016591;2018-02-14;0;2018-02-15;;;0;1000009192;03;0;3843TU62;TU;3;M;0
8424;8424;298161;11009;250598;NULL;S170011031;2017-01-26;0;2017-02-03;;;100;2439856;07;0;9609TU184;TU;3;M;0
8425;8425;298166;263740;250602;NULL;S160152731;2016-11-09;0;2017-01-20;;;100;111257712;10;0;5352TU142;TU;3;M;0
8427;8427;298169;263743;250605;NULL;S170062161;2017-04-28;0;2017-05-25;;;100;1249671;07;0;1858TU170;TU;3;M;0
8428;8428;298172;263746;250608;NULL;S170138731;2017-11-05;0;2017-11-15;;;100;1237481;07;0;9556TU100;TU;3;M;0
8434;8434;298187;263757;143569;NULL;S170083201;2017-06-20;0;2017-07-17;;;100;1001030058110;15;0;8853TU195;TU;3;M;0
8435;8435;298189;11007;249937;NULL;S160159741;2016-12-03;0;2017-07-31;;;100;10/100944485;11;0;1883TU180;TU;3;M;0
8436;8436;298199;263765;250629;NULL;S160152661;2016-11-25;0;2017-01-19;;;0;*;14;0;873TU169;TU;3;M;0
8437;8437;298199;263765;250629;NULL;S170086471;2017-06-02;0;2017-07-24;;;100;80043683;10;0;4836TU143;TU;3;M;0
8441;8441;298205;263770;250634;NULL;S180009851;2018-01-29;0;2018-01-31;;;100;101035626;11;0;4681TU78;TU;3;M;0
8443;8443;298211;11047;250638;NULL;S170016301;2017-02-08;0;2017-02-16;;;100;200801126886;09;0;7930TU168;TU;3;M;0
8444;8444;298212;20189;250639;NULL;S170000771;2017-01-01;0;2017-01-06;;;100;201301237399;09;0;8910TU167;TU;3;M;0
8446;8446;298215;263778;250641;NULL;S170155471;2017-11-26;0;2017-12-18;;;0;55555N00018180;14;0;3613TU200;TU;3;M;0
8451;8451;298228;11046;250651;NULL;S170030081;2017-03-14;0;2017-03-21;;;100;10/100934596;11;0;NULL;RS;3;M;0
8452;8452;298228;11046;250651;NULL;S170116721;2017-09-14;0;2017-09-28;;;100;029102000341;10;0;2915TU171;TU;3;M;0
8453;8453;298229;263789;250652;NULL;S170025251;2017-03-06;0;2017-03-09;;;100;300267693;10;0;6984TU103;TU;3;M;0
8459;8459;298245;11083;250668;NULL;S170062141;2017-05-16;0;2017-05-25;;;0;10/100439057;11;0;8751TU90;TU;3;M;0
8460;8460;298246;263802;250669;NULL;S170066161;2017-05-14;0;2017-06-05;;;100;G04153;12;0;1090TU193;TU;3;M;0
8463;8463;298262;11082;250685;NULL;S180022641;2018-02-27;0;2018-02-28;;;0;501778471;14;0;5998TU151;TU;3;M;0
8464;8464;298263;263814;53681;NULL;S170091161;2017-07-18;0;2017-08-01;;;100;201601236165;09;0;4372TU189;TU;3;M;0
8466;8466;298263;263814;53681;NULL;S170150651;2017-12-10;0;2017-12-11;;;100;2519984770;05;0;7006TU86;TU;3;M;0
8467;8467;298276;20187;250697;NULL;S170006801;2017-01-25;0;2017-01-26;;;100;B390083;12;0;7671TU65;TU;3;M;0
8468;8468;298278;11239;250699;NULL;S170131521;2017-05-27;0;2017-10-30;;;100;2620170015;05;0;6297TU186;TU;3;M;0
8469;8469;298279;11240;250700;NULL;S170067381;2017-06-06;0;2017-06-07;;;100;1001020067820;15;0;745TU86;TU;3;M;0
8470;8470;298287;11238;250708;NULL;S170105461;2017-08-07;0;2017-09-05;;;100;B64217;12;0;5640TU120;TU;3;M;0
8471;8471;298288;263830;46811;NULL;S170087921;2017-07-13;0;2017-07-27;;;100;20165000008100;01;0;3073TU154;TU;3;M;0
8472;8472;298288;263830;46811;NULL;S170134801;2017-10-25;0;2017-11-07;;;100;504118115;14;0;1725TU193;TU;3;M;0
8475;8475;298308;11323;250726;NULL;S170049731;2017-04-02;0;2017-04-28;;;100;086433;12;0;4123TU169;TU;3;M;0
8476;8476;298318;263853;250736;NULL;S170064501;2017-05-05;0;2017-05-31;;;100;504144289;14;0;1236TU166;TU;3;M;0
8477;8477;298320;263854;250738;NULL;S170017411;2017-02-17;0;2017-02-20;;;100;201550065715/2;01;0;7380TU144;TU;3;M;0
8479;8479;298320;263854;250738;NULL;S170150561;2017-12-09;0;2017-12-11;;;100;1291133;07;0;1919TU89;TU;3;M;0
8481;8481;298321;263855;250739;NULL;S170006871;2017-01-03;0;2017-01-26;;;100;D35342;12;0;5794TU143;TU;3;M;0
8482;8482;298321;263855;250739;NULL;S170069211;2017-05-25;0;2017-06-12;;;100;073920;12;0;2830TU131;TU;3;M;0
8483;8483;298330;263863;250748;NULL;S170053091;2017-04-20;0;2017-05-08;;;100;A41/140602;02;0;6724TU110;TU;3;M;0
8484;8484;298333;11326;155493;NULL;S170035871;2017-03-09;0;2017-03-31;;;100;252728;10;0;4613TU128;TU;3;M;0
8485;8485;298333;11326;155493;NULL;S170057281;2017-04-29;0;2017-05-15;;;100;505333222;14;0;8393TU182;TU;3;M;0
8486;8486;298333;11326;155493;NULL;S170131231;2017-10-21;0;2017-10-30;;;100;20155798734/4;01;0;9435TU112;TU;3;M;0
8491;8491;298342;11397;249937;NULL;S170069071;2017-06-05;0;2017-06-12;;;100;100996533;11;0;6886TU56;TU;3;M;0
8494;8494;298348;11396;250763;NULL;S170073841;2017-06-20;0;2017-06-22;;;100;G14104;12;0;2030TU197;TU;3;M;0
8495;8495;298349;263871;250332;NULL;S170075751;2017-06-02;0;2017-06-28;;;100;782899;02;0;6554TU147;TU;3;M;0
8496;8496;298360;263879;250773;NULL;S170048701;2017-03-31;0;2017-04-27;;;50;003200324/3;06;0;9821TU194;TU;3;M;0
